,Unnamed: 0,Job Name,Date,Link,job_description
401,401,Operator room control,07/03/2015,https://www.wadhefa.com/english/details/job/15179/search/,- Operator room control and surveillance work cameras surveillance Riyadh Municipality
402,402,Telecom Technician,06/16/2015,https://www.wadhefa.com/english/details/job/14943/search/,"- working on field for telecom implementation,helping for intergation and commisioning for base station radio and microwave.
- preparing the reports in exel sheet and update the direct manager in daily basis"
403,403,IT Hardware Supervisor,06/07/2015,https://www.wadhefa.com/english/details/job/14648/search/,"- Responsible for configuration, maintenance and trouble shooting of all IT infrastructures such as servers, storages, firewall, switches and routers. Also, responsible for maintenance and trouble shooting of all things related to IT hardware such as: Computer, printer, copier, machines and reading all IT support staffs."
404,404,Network Technician Support Officer,06/03/2015,https://www.wadhefa.com/english/details/job/11495/search/,"Information Systems Officer (Networks): Dammam

At least 2 years experience in networking and IT
Technical College - Diploma or Institute"
405,405,Network & Communications Technician,06/01/2015,https://www.wadhefa.com/english/details/job/14514/search/,"- A network technician is required to work in the Eastern Province
- On-time or on-call work in customer service, technical support and maintenance for a technology and technology company based in the Western Region."
406,406,Security Engineer,05/17/2015,https://www.wadhefa.com/english/details/job/14160/search/,"Main Responsibility : 
- Vulnerability Management
- Application white listing
- Endpoint protection
- Compliance"
407,407,Sales Account Manager,05/07/2015,https://www.wadhefa.com/english/details/job/13926/search/,- Required in jeddah our company working in IT network supplies field at jeddah offers following job: sales account manager Email.
408,408,Technical Support Officer and Networks,04/30/2015,https://www.wadhefa.com/english/details/job/13752/search/,"- Technical Support
- Networks
- Maintenance of equipment
- Connecting cables
- Format work for devices"
409,409,Sales engineer,04/29/2015,https://www.wadhefa.com/english/details/job/13739/search/,- A sales engineer is required to work in a company specialized in the field of computer and information technology
410,410,IT Technical support,04/27/2015,https://www.wadhefa.com/english/details/job/13647/search/,"- The installation, installation, installation and repair of electronic computers and other electronic equipment either in the factory or in the workshop or in the place of use and work similar to the work of electronic equipment processing and installation
- Working alone or under the supervision of a computer technician and studying the manuals operating and maintenance of electronic computers and the implementation of remedial preventive maintenance programs
- Coordinates with the supervisor and examines with him the manuals of operation and maintenance of electronic computers and learns to their electrical and electronic circuits and the characteristics of their components
- Defines periodic maintenance programs and periodic detection points, performs preventive maintenance programs, examines and diagnoses keyboard failures and identifies the causes of technical faults and treats them or attributes the change of damaged items
- Detects and diagnoses storage failures and processing information and data and identifies the causes of defects and addresses them or attribute replacement of damaged items
- Detects and diagnoses faults of the unit and the display screen and identifies the causes of the defect and addresses it, examines and diagnoses the breakdown of the unit of cloning information and data and identifies the causes of the imbalance and addresses it
- Tracks electrical and electronic circuits and examines the continuity and shortness of the circuit using voltmeters, current and resistance
- Checks, dismantles and installs resistors, capacitors, connectors, semiconductors and transistors according to the maintenance manual
- implements the principles and instructions of occupational safety and health."
411,411,Software Engineering Specialist,04/27/2015,https://www.wadhefa.com/english/details/job/13643/search/,"- Installs the software on the new devices and reinstall them whenever necessary
- Solve problems with multiple printers and copiers
- Solves user problems related to network access or extensions
- Save a backup copy of the devices purchased with a large number or the same specifications to facilitate the recovery of the operating system and maintenance and also to speed up the maintenance process"
412,412,Computer operator to,04/09/2015,https://www.wadhefa.com/english/details/job/13281/search/,"- 4 computer operators are required to work in the company's branches in Riyadh city
- Reports preparation
- Technical support
- Working two morning periods from 8:00 to 12:00 and from 4:00 to 9:00 pm"
413,413,Automatic Sales Account Manager,04/09/2015,https://www.wadhefa.com/english/details/job/13271/search/,
414,414,network technician,04/08/2015,https://www.wadhefa.com/english/details/job/13235/search/,"- A network technician is required to work in the IT department

Saudi nationality is required"
415,415,Download and Download Agent,04/07/2015,https://www.wadhefa.com/english/details/job/13222/search/,"- Download and download
- Cleaning and removal of waste resulting from the work done by the team
- To carry out all the work required of him to be assigned by the President, whether the work required from him or within the work team"
416,416,Computer Maintenance Technician,04/07/2015,https://www.wadhefa.com/english/details/job/13221/search/,"- Work alone or within the team when designing, applying and maintaining databases and carrying out all new regulations of the office work as requested and as an example and not for inventory
- Follow up letters and emails and respond to them and attend periodic meetings"
417,417,network technician,04/07/2015,https://www.wadhefa.com/english/details/job/13218/search/,"- Maintenance and technical support for the network devices and the Dada Center and the terminals of the Department
- Dealing with everything related to the maintenance of servers at Data Center and outside
- Dealing with all types of cables used in the network, data center or branches
- What he / she seeks from the work related to the work of the Department of Information Technology
- Work alone or within the team when designing, applying and maintaining databases and carrying out all new regulations of the office work as requested and as an example and not for inventory
- Follow up letters and emails and respond to them and attend periodic meetings"
418,418,Network Engineer,04/07/2015,https://www.wadhefa.com/english/details/job/13217/search/,"- Management, maintenance and security of the internal network of management and networks of external branches with definition, linkage, operation and performance monitoring
- Handling, maintaining, configuring, monitoring and monitoring network-based devices as an example, not limited to switches, routers, firewalls, IPS / IDS Aps Wireless Controllers
- Monitoring the data center and other business and additions to the network as an example and not the inventory: the software control and network monitoring and network testing and analysis software and the network and audio and video and wireless network
- Setting specifications for different networks and planning for their design and management
- Providing solutions and consulting to the management of information technology management any idea or develop or solve a problem in the field of networks
- Work alone or within the team when designing, applying and maintaining databases and carrying out all new regulations of the office work as requested and as an example and not for inventory
- Follow up letters and emails and respond to them and attend periodic meetings"
419,419,Database Administrator,04/07/2015,https://www.wadhefa.com/english/details/job/13216/search/,"- Manage and operate the database infrastructure
- Definition of databases for new systems
- Participate in the development of systems and applications with systems and software analysts
- Visualization of Logical Design databases
- Implementation of the stage of building the databases Physical Design
- Maintenance of databases and maintenance of integration between different applications
- Developing databases to reach the best performance
- Work alone or within the team when designing, applying and maintaining databases and carrying out all new regulations of the office work as requested and as an example and not for inventory
- Follow up letters and emails and respond to them and attend periodic meetings"
420,420,Helpdesk Agent,04/06/2015,https://www.wadhefa.com/english/details/job/13183/search/,
421,421,NOC Monitoring Engineers,04/04/2015,https://www.wadhefa.com/english/details/job/13167/search/,"- Key Accountabilities (key activities and decisions for which only this role is accountable)
- Ensure compliance with IO operational objectives, policies/procedures, work schedules, and reporting metrics.
- Ensure IO engineers are effectively supported through day-to-day interaction, regular training, team meetings, on-call assistance, and individual coaching/mentoring.
- Ensure departmental policies/procedures and documentation accurately reflect current IOC practices; suggest changes/modifications when appropriate.
- Manage contracts operations and relationships with external suppliers including having regular formal review meetings ensuring the best possible economic goods and services are received by IOC team
- Manage IOC activities to achieve network reliability metrics, including service level agreements, mean time to repair, alarm recovery, and system availability.
- Maintain hardware/software licenses and warranty certifications related to IOC team
- Audit and maintain integrity of operations-centric data in all operation tools and systems, including proper closure of tickets/tasks and updates.
- Escalate in a timely manner, to appropriate individuals, teams, and organizations, outage events and/or impairments and issues that cannot be resolved within appropriate timeframes to ensure efficient resolution and minimize impact to customers.
- Prepare and follow-up purchase requisitions within area of responsibility
- Conduct the job according to quality and safety procedures, work instructions, operational standards, site rules, and SLAs
- Monitor staff day-to-day activities, and manage performance measurements for area of responsibility
- Provide training and guidance for newly joined staff, assist them performing their assigned duties, and facilitate knowledge transfer
- Build up a knowledge base for the section
- Provide administrative framework, leadership, motivation, functional direction, facilitate IT team communication skills, and maximize team contribution for staff under area of responsibility
- Prepare career development plans to his subordinates and ensure they are carried out
- Ensure proper staffing level and quality to provide necessary support to end-users under area of responsibility
- Participate in recruitment, technical interviews and hiring decisions for manning
- Monitor staff day-to-day activities, and manage performance measurements for area of responsibility
- To implement and health and safety policies within the scope of responsibility.
- Maintain shift coverage schedule for IOC engineers
- Daily review of the IOC Shift Turnover Report to ensure that tasks and projects are consistently completed on time
 - Lead problem management efforts within Infrastructure to resolve and identify the root-cause of service interruption/degradation.
- Lead service improvements and optimization opportunities within the Infrastructure domain.
- Ensure Infrastructure is compliant when it comes to service availability by leading efforts that yield to a better service availability such as the elimination of single point of failures.
- Work with Infrastructure team and other domains to build and establish a service map and maintain it.
- Lead health check activities within Infrastructure and follow-up with concerned teams to ensure all findings are taken care of.
- Explore & suggest opportunities for integrations & automations within Infrastructure.
- Generate basic and advanced reporting. Both regularly and on demand
- Create, develop, improve and maintain processes relative to Infrastructure Operations.
- Work very closely with the monitoring team to analyze trending events, alerts, service degradation & interruptions and provide appropriate recommendations/action items. Then follow up with concerned teams to ensure these actions items were implemented.
- Develops and promotes a knowledgebase.
- Lead reporting efforts related to Infrastructure operation metrics (service availability, event counts, error counts etc...)"
422,422,Identify Access Mgt Engineer,04/04/2015,https://www.wadhefa.com/english/details/job/13166/search/,"Roles and Responsibilities;
- Setup - New AD / Manage / Monitor / Enhancement of Active Directory W2K8 and W2K12
- Setup - New PKI / Manage / Monitor / Enhancement of Certificate Services W2K8 and W2K12
- Setup - New KMS / Manage / Monitor / Enhancement of Key Mgmt. Services W2K8 and W2K12
- Setup - New DHCP / Manage / Monitor / Enhancement of  DHCP W2K8 and W2K12
 - Additional skillsets to support AD Integration and troubleshoot : VM /  SAP / TripWire / Bit9 / SCOM / AV / SQL / Oracle / In house Business Application / Microsoft SharePoint and BizTalk 2013 
 Additional skillsets to support Access Management Services:
- NetWrix
- RSA - 2FA
- Observeit
- AD Manager Plus
- F5 - External DNS
- NTP Server
- Single Sign On
 Enhancements 
- InfoBlox : Product knowledge / Manage and Monitor the InfoBlox services [ Microsoft DHCP and DNS services ]
- Splunk :  Product knowledge / Manage and Monitor the Enterprises Splunk, complex events collection from multiple / diversed"
423,423,Network Security,04/04/2015,https://www.wadhefa.com/english/details/job/13164/search/,"- Cisco Firewalls
- Palo Alto Firewalls
- McAfee Web Gateway
- F5 LTM + ASM
- Bluecoat Proxy
- Juniper SSL VPN
- Cisco ACS"
424,424,Sales Representative Computers,03/30/2015,https://www.wadhefa.com/english/details/job/13093/search/,"- Promote products to existing customers and attract new customers.
- Know all the information related to the products and provide a full explanation for the customers.
- Purchase orders from customers.
- Ensure customers' satisfaction with the products and services provided.
- Continuous communication with the customer and good handling and product delivery in the best way.
- Coverage of all customers throughout the geographical area in which the delegate works."
425,425,Project Manager (IT),03/22/2015,https://www.wadhefa.com/english/details/job/12922/search/,- Managing IT projects and working on pricing and preparing plans to complete projects
426,426,Pre-sales employee,03/22/2015,https://www.wadhefa.com/english/details/job/12921/search/,- Pre-sales employees are required to work in the field of (low current) low current and (passive) and (information technology)
427,427,IT Officer,03/13/2015,https://www.wadhefa.com/english/details/job/12715/search/,- Supervision and follow-up of all matters of the Department of Information Technology
428,428,Project Manager,03/11/2015,https://www.wadhefa.com/english/details/job/12687/search/,"- Management and implementation of the project according to planned plans
- Preparation of project plans using the GANTT CHART program
- Follow up daily tasks
- Preparing the budget table for the project
- Preparation of reports on the progress of the project."
429,429,Project Manager,03/11/2015,https://www.wadhefa.com/english/details/job/9599/search/,"- Management and implementation of the project according to planned plans
- Preparation of project plans using the GANTT CHART program
- Follow up daily tasks
- Preparing the budget table for the project
- Preparation of reports on the progress of the project."
430,430,Sales Representative,03/09/2015,https://www.wadhefa.com/english/details/job/12633/search/,"- Marketing for Government Services (Muqeem-T)
Marketing for security systems cameras"
431,431,Sales and marketing representative,03/09/2015,https://www.wadhefa.com/english/details/job/12621/search/,"- Promote the company's products to existing customers and attract new customers.
- Know all the information related to the products and provide a full explanation for the customers.
- Purchase orders from customers.
- Ensure customers' satisfaction with the products and services provided.
- Continuous communication with the customer and good handling and product delivery in the best way.
- Coverage of all customers throughout the geographical area in which the delegate works.
- Collect the company's receivables and follow up the debts at the customers without delay.
- Provide regular reports on market competition in terms of prices, offers, new products, advertising, or stop some customers from dealing with the company's products."
432,432,Assistant Information Technology Manager,02/22/2015,https://www.wadhefa.com/english/details/job/12343/search/,- IT Assistant is required to work and do all the technical aspects of the company.
433,433,Technician (Hardware),02/12/2015,https://www.wadhefa.com/english/details/job/12158/search/,"- Monitor the status of surveillance cameras at all the company's sites.
- Design a camera system.
- Monitoring the status of the company's telephone (external and internal lines).
- Installation and installation of telephone lines and transfers.
- Application and work of IP telephony system.
- Solving daily problems with telephones and surveillance cameras.
- Any other work assigned to him within the scope of the field."
434,434,network technician,02/12/2015,https://www.wadhefa.com/english/details/job/12157/search/,"- Monitor the status of the server and the Clients PC and the entire network.
- Install and set up computers and install necessary software.
- Maintenance and resolution of daily problems with hardware and e-mail server.
- Make a daily backup copy of the server.
- Any other work assigned to him within the scope of the field."
435,435,Sales and marketing representative,02/12/2015,https://www.wadhefa.com/english/details/job/12145/search/,"- Promote the company's products to existing customers and attract new customers.
- Know all the information related to the products and provide a full explanation for the customers.
- Purchase orders from customers.
- Ensure customers' satisfaction with the products and services provided.
- Continuous communication with the customer and good handling and product delivery in the best way.
- Coverage of all customers throughout the geographical area in which the delegate works.
- Collect the company's receivables and follow up the debts at the customers without delay.
- Provide regular reports on market competition in terms of prices, offers, new products, advertising, or stop some customers from dealing with the company's products."
436,436,Project Supervisor,02/11/2015,https://www.wadhefa.com/english/details/job/12118/search/,"- Supervising projects, writing reports on projects and confronting clients"
437,437,Technical surveillance cameras,02/09/2015,https://www.wadhefa.com/english/details/job/12080/search/,"- Install surveillance cameras of all kinds and programming them with their own recording devices
- Installation of attendance and departure devices
- Installation of telephone exchanges"
438,438,Technician networks and installations,01/28/2015,https://www.wadhefa.com/english/details/job/11868/search/,A network technician is required to work with a major company
439,439,Official quality assurance,01/28/2015,https://www.wadhefa.com/english/details/job/11842/search/,
440,440,Project Manager,01/28/2015,https://www.wadhefa.com/english/details/job/11838/search/,"- Coordinate the work of the staff and follow up its administrative affairs
- Investment of time to increase the speed of implementation of the project
- Accuracy in achieving the objectives of the project.
- Study and preparation of project documents and follow-up adoption
- Approval of the project implementation plan and timetable for implementation
- Proficiency in talking and giving during meetings and workshops with officials and teams
- Great ability to deal with the team
- Quality assurance of work
- Determine the steps and monitor the progress of work in the project assigned to it"
441,441,IT Consultant,01/28/2015,https://www.wadhefa.com/english/details/job/11837/search/,"- Provide technical advice and participate in the work of technical evaluation of all components of the information system and its work
- Participation in the strategic planning of the general management of information technology
- Control and document the work of different departments
- Carrying out research and technical developments and seeking to develop the performance of the team
- Preparation of full studies and booklets of conditions for projects"
442,442,Senior Customer Service Manager,01/26/2015,https://www.wadhefa.com/english/details/job/11792/search/,"- Responsible for customer accounts from the private and government sectors
- Responsible for following existing customers
- Ability to manage all customer accounts in terms of requirements and transfer them to the BOQ and follow up the sending of offers to customers
- Reporting of sales of all kinds
- Planning to build relationships with new customers and expand sales
- Ability to meet sales policy requirements
- Establishing new sales channels in different regions of the Kingdom"
443,443,IT Sales Manager,01/26/2015,https://www.wadhefa.com/english/details/job/11784/search/,
444,444,Supervisor of social networking sites,01/26/2015,https://www.wadhefa.com/english/details/job/11783/search/,"- Have the ability to manage social networking sites in an innovative way.
- Follow-up of the pages on a daily basis, and respond to the comments of members and control, and adjust them to suit the image of the system.
- Responsible for loading material related to the content of the page according to the appropriate time periods.
- Publishing news, videos and other information materials.
- Follow up the number of followers on social pages and increase according to the marketing plan followed, and invent new ways to attract more followers.
And communicate with members and followers."
445,445,Computer Technician & Networks,01/13/2015,https://www.wadhefa.com/english/details/job/6621/search/,- Computer technicians and networks are required
446,446,Project Supervisor,01/11/2015,https://www.wadhefa.com/english/details/job/11453/search/,"- Supervising projects, writing reports on projects and confronting clients"
447,447,Sales Consultant,12/20/2014,https://www.wadhefa.com/english/details/job/11044/search/,- A sales and marketing consultant is required to work for a company supplying computers and networks for the private sector in Jeddah
448,448,Technical Support Officer,12/16/2014,https://www.wadhefa.com/english/details/job/10968/search/,- To take care of all things of computers and networks and all related to computers
449,449,Sales and marketing representative,12/13/2014,https://www.wadhefa.com/english/details/job/10912/search/,"- Marketing and selling computer networks, surveillance cameras and telephone exchanges"
450,450,Electrical Technician,11/19/2014,https://www.wadhefa.com/english/details/job/10483/search/,"- Wiring installation of tracking device on vehicles and machines. Easy installation of 3 wires (ground, Power-5v, and ACC)"
451,451,Network Engineer,11/17/2014,https://www.wadhefa.com/english/details/job/10455/search/,
452,452,Computer Networks Technician,11/16/2014,https://www.wadhefa.com/english/details/job/10438/search/,
453,453,network technician,11/12/2014,https://www.wadhefa.com/english/details/job/10376/search/,"- Work of analog and reverse utp cables
- Connecting computers to the network
- Installation of the so-called (face plate)
- Maintenance work for all computers
- Install the so-called patch panel
- Installation of computer network cabins
- Installation and maintenance of printer inks
- Purchase of network supplies
- The ability to deal with network devices switch ""router"" server and there are a lot of business currency I do not have the space to mention"
454,454,Systems operator,10/23/2014,https://www.wadhefa.com/english/details/job/10166/search/,"- Work on the implementation of work related to networks and e-mail.
- Provide suggestions to the Director of IT Department.
- Link departments and departments to the internal network.
- Developing the website of the Center.
- Submit periodic reports to the head of the department."
455,455,Project Manager for OSP External Network,09/28/2014,https://www.wadhefa.com/english/details/job/9952/search/,- Management of projects for the implementation of the external network of fiber optics
456,456,Data entry,09/18/2014,https://www.wadhefa.com/english/details/job/9842/search/,
457,457,Communications Engineer,09/02/2014,https://www.wadhefa.com/english/details/job/9593/search/,"- A communications engineer is required to carry out the projects of telecommunications companies, Mobily and the work and follow-up of the extracts"
458,458,Network Engineer,08/25/2014,https://www.wadhefa.com/english/details/job/9486/search/,- Implementation of projects and the design of networks for the telephone or telephone routers and routers and any tasks assigned to them
459,459,Sales engineer,08/25/2014,https://www.wadhefa.com/english/details/job/9461/search/,"The applicant must have a bachelor's degree or a computer diploma.
2. Find English speaking and writing (a prerequisite for admission).
3. One or more general experience in sales (software and systems) or information technology.
4. Fluent in using the computer and Microsoft Office (Word, Excel, power point).
5. Mastering communication skills with others.
6. Hold a driving license."
460,460,Contact Center Admin,07/14/2014,https://www.wadhefa.com/english/details/job/9005/search/,- Supervise the management of the call center
461,461,Director of IT Department,06/30/2014,https://www.wadhefa.com/english/details/job/8892/search/,- To meet the needs of the establishment of programs through the development or development or availability of procurement and supervision of the work process and provide technical support to all departments of the establishment and work on the preparation of an integrated database of all available information regarding the facility.
462,462,Pre-sales employee,06/22/2014,https://www.wadhefa.com/english/details/job/8782/search/,- Pre-sales personnel are required in low-current (low current) and low voltage (passive) and work in this field (IT)
463,463,network technician,06/10/2014,https://www.wadhefa.com/english/details/job/8586/search/,"- Regular and periodic maintenance of computers (Windows installation / software / virus scan / Workload settings)
- Maintain the network periodically and address all related failures, including the construction of the field and the addition of all devices and users to him and also test the efficiency of the network"
464,464,Webmaster and programmer,06/08/2014,https://www.wadhefa.com/english/details/job/8532/search/,"Has the ability to manage websites and website design
- Managing and updating the organization's website
- Managing a website with all its contents, updating its information and data, creating a special e-mail, designing advertisements, communicating with customers and creativity in its management.
- Work on networks, programming languages, design and technical support for websites
- To carry out other tasks assigned to him in his field of work"
465,465,Sales Representative,05/11/2014,https://www.wadhefa.com/english/details/job/8143/search/,
466,466,Accountant,04/30/2014,https://www.wadhefa.com/english/details/job/7943/search/,
467,467,Network Technician & Computer Technician,04/30/2014,https://www.wadhefa.com/english/details/job/7942/search/,"- A network technician is required to work on wired network installations, Wi-Fi networks and fiber optic extensions"
468,468,Computer programmer,04/28/2014,https://www.wadhefa.com/english/details/job/7900/search/,"- Formulates and tests the problems of operating programs related to the use of hardware, databases and programming techniques
- Ensure data integrity and final output format
- Maintains and modifies programs, makes recommended adjustments according to the data flow map and modifies changes to the data processing or coding layer
- Testing and developing programming modifications
- Write coding of new programs according to predefined specifications
- Evaluate the internal relationships between the programs and determine whether the change in one of the parts will make an unnecessary change in the other parts related
- Analyzes program performance and makes decisions about correcting deficiencies based on user consultation and administrator approval
- Discussing with program users to understand the correct changes required or modifications to existing programs and answer the questions related to the use of programs and data input and the format required for outputs and the result of entries and controls
- Write and develop reports on programs
- Analyzes the programs of the internal networks and servers and makes sure that they meet the requirements of the company
- Ensures the protection of information that is processed, stored or being handled.
- Documenting software problems and recording material that can be consulted in the future if problems recur
- Helps employees in other departments to handle the optimal hardware and software company
- Other tasks assigned to them"
469,469,Technician networks and surveillance cameras,04/27/2014,https://www.wadhefa.com/english/details/job/6532/search/,- Required technician installation and maintenance of computer networks to work full-time in Jeddah
470,470,Warehouse Supervisor,04/24/2014,https://www.wadhefa.com/english/details/job/7836/search/,- Mastering the functions of warehouse administration of receipt and delivery of goods and others
471,471,Network Engineer,04/17/2014,https://www.wadhefa.com/english/details/job/7744/search/,
472,472,IT Systems Engineer,04/17/2014,https://www.wadhefa.com/english/details/job/7743/search/,- IT Systems Engineer
473,473,Oracle Developer,04/06/2014,https://www.wadhefa.com/english/details/job/7571/search/,- The Oracle Retail System Implementation Developer will have responsibility for Application Development and maintenance of the in house Oracle Client/Server Platform.  This position requires hands on technical development and maintenance of application software and projects. This position requires the candidate to work closely with a team of onsite and offshore developers. The ideal candidate will have at least 2 years of relevant software development experience.
474,474,IT Technical support Officer,04/06/2014,https://www.wadhefa.com/english/details/job/7570/search/,"- Reporting to the IT Manager, the IT Support Technician will monitor and maintain the business computer systems and network and associated peripherals. Additionally will install and configure computer systems, diagnose hardware/software faults and solve technical and application problems, either over the phone or in person."
475,475,System and Information Specialist,03/31/2014,https://www.wadhefa.com/english/details/job/7487/search/,"- Computer systems, information, networks and programs"
476,476,network technician,03/31/2014,https://www.wadhefa.com/english/details/job/7485/search/,- Maintenance of the company's private network and all related to the company's computer
477,477,IT Expert,03/26/2014,https://www.wadhefa.com/english/details/job/7432/search/,"- Work on networks, programming languages, design and technical support for websites
- Perform a complete analysis of systems and a complete visualization of the program to benefit the work of the company
- Detect and solve problems of computers, networks and servers
- Databases
- Server management and processing
- Installation of surveillance cameras and processing the full settings for them and for the receiver"
478,478,Network Engineer,03/25/2014,https://www.wadhefa.com/english/details/job/7392/search/,"- Implementing and confirming Complete Network.
- Network configure, upgrade, design, analysis the network problems and troubleshooting.
- Maintains network monitoring the performance.
- Cisco Routers and Switchers configuration.
- manage a team work.
- Implementing and granting a complete network.
- Network configuration, upgrade, design, problem analysis and network troubleshooting.
- Maintains network performance monitoring.
Cisco Routers and Configuration Adapters.
- Team management."
479,479,SQL System Administrator,03/21/2014,https://www.wadhefa.com/english/details/job/7338/search/,
480,480,IT Security Consultant,03/21/2014,https://www.wadhefa.com/english/details/job/7337/search/,"Job Description

 ,"
481,481,IT Security Specialist,03/21/2014,https://www.wadhefa.com/english/details/job/7336/search/,
482,482,Share point Web Designer,03/21/2014,https://www.wadhefa.com/english/details/job/7335/search/,
483,483,Backup System Engineer,03/21/2014,https://www.wadhefa.com/english/details/job/7334/search/,"- Install and maintain security patches on the operational and development system, which includes but is not limited to, Red Hat Linux, Windows 2008 /2012, VMWare, and Apache web services.
- Report Security Patch compliance in Online Compliance Report System (OCRS). 
- Perform daily system monitoring, verifying the integrity and availability of all hardware, server resources, systems and key processes, reviewing system nd application logs, and verifying completion of scheduled jobs such as backups.
- Perform regular security monitoring to identify any possible intrusions. 
- Perform daily backup operations, ensuring all required file systems and system data are successfully backed up to the appropriate media, recovery tapes or disks are created, and media is recycled and sent off site as necessary. 
- Perform regular file archival and purge as necessary. 
- Investigate and troubleshoot issues. 
- Repair and recover from hardware or software failures. Coordinate and communicate with impacted constituencies.
- Apply OS patches and upgrades on a regular basis, and upgrade administrative tools and utilities. Configure/add new services as necessary. 
- Upgrade and configure system software that supports infrastructure applications or Asset Management applications per project or operational needs. 
- Maintain operational, configuration, or other procedures. 
- Perform ongoing performance tuning, hardware upgrades, and resource optimization as required. 
- Configure CPU, memory, and disk partitions as required.
- Clustering & Load balancing configuration &implementation."
484,484,Share Point Web Admin,03/21/2014,https://www.wadhefa.com/english/details/job/7333/search/,
485,485,Senior Oracle Developer,03/21/2014,https://www.wadhefa.com/english/details/job/7332/search/,"- Candidate must have at least 9 years of experience working with custom application development with a heavy emphasis on Oracle architecture, design and development.
- Solid experience in Government Resource Planning systems:
- Human Resource Management Systems
- Governmental Financial Systems
- Inventory System
- Purchasing System
- Administrative Correspondence System
- Document Management System
- Self-services employees portal"
486,486,IT technician Technician,03/17/2014,https://www.wadhefa.com/english/details/job/7262/search/,"- Responsible for performing diagnostics and maintenance of PC's, Printers, Controllers and network Communications equipment.
- provide hardware maintenance to the board component level.
- Perform hardware maintenance of the board component level.
- Assists in the installation and maintenance of LAN/WAN infrastructures, Cisco Routers, Bridges, Hubs, Multiplexors, Gateways, Controllers, and enterprise switching centers.
- Assists in the installation and maintenance of communication lines and communication cards for topologies such as Ethernet UTP, Fiber Optics, Bay Network ATM Infrastructures, and Token Ring."
487,487,Sales representative,03/15/2014,https://www.wadhefa.com/english/details/job/7229/search/,- Marketing a subscription to a website
488,488,Network Manager,01/24/2014,https://www.wadhefa.com/english/details/job/6482/search/,"Network Manager Holds a Bachelor's Degree in Computer Engineering / Computer Science / Information Technology, and holds a certificate in:
- CCNA
- VM ware (VSphere)
- CCNP (optional)

Knowing thus:

- Microsoft Exchange 2010
- Firewalls and Routers

Experience:

- Experience of not less than three years in the operation of networks at the client's headquarters

Other:

- Can speak Arabic
- English proficiency is required"
489,489,Microsoft Desktop Support,01/18/2014,https://www.wadhefa.com/english/details/job/6422/search/,Desktop Technical Support Engineer who can provide day-by-day support
490,0,Web/SQL Developer,04/17/2023,https://www.wadhefa.com/english/details/job/71411/search/,"• Working Experience
• C# programing language
• ASP .NET MVC
• Manage SQL Server databases
• Develop procedures and scripts for data migration
• Develop Web Applications using ASP.NET, VB.NET, and MySQL
• Develop Windows Applications using VB.NET, ADO.NET, and MS SQL
• Database Design and Development
• Installing, Configuring and Harding SQL Server Instances
• Implementing MS SQL server security practices
• DevOps (development and operations)
• Application Lifecycle Management (ALM)
• Team Foundation Server (TFS)"
491,1,Database Administrator,04/17/2023,https://www.wadhefa.com/english/details/job/71410/search/,"• Experience in designing and implementing large-scale database solutions.
• Well versed with Oracle database versions 11g,12c & 19c across multiple platforms.
• Solution design for database upgrade, migrations, and DR Solution.
• Plan for database design in terms of scalability, performance, high availability, disaster recovery and security
• Need to have hands-on experience with Oracle CDB/PDB Architecture and should be well versed with activities like PDB cloning, PDB Plug/Unplug.
• Need to be aware of Database security practices including TDE, Network Encryption, DB vault, redaction. etc.
• Experience with Design and Implementation for Oracle RAC including Oracle Extended RAC for Disaster Recovery is a must.
• Need to have a solid understanding for disaster recovery best practices for Oracle.
• Experience with Database backup/recovery using RMAN and need to have knowledge of working with MML backup tools.
• Experience with Oracle Active data guard and DG broker is mandatorily required.
• Hands-on experience with Oracle database upgrades, database migrations (same and cross platform) are required.
• Familiarity with different database migration strategies is required.
• Experience of collaborating with application teams and other stakeholders so that the database architecture meets their requirements while also ensuring scalability and performance required
• Needs to understand server, storage, virtualization, backup, and network technologies.
• Experience with Cloud, Golden Gate and Exadata is an added advantage.
• Define database deployment standards; automation for mundane tasks; advice for backup strategies.
• Develop database architectural strategies at the modeling, design, and implementation stages to address business or industry requirements.
• Develop and document database architectures.
• Responsible and expertise in Oracle Database Administration experience with configuration, load balancing, backup/recovery, sizing and space management, RAC, PL/SQL tuning, diagnostics and performance management .
• Need to have a detailed understanding of pros and cons of RAC, RAC One Node, Single Tenancy and Multitenancy.
• Need to understand Oracle licensing for Standalone, RAC, Data guard."
492,2,UX User Experience Designer,04/13/2023,https://www.wadhefa.com/english/details/job/71336/search/,"- User journey review and development
- Conducting user interviews and opinion polls for the development of the current version
- Improving user experience by creating efficient ways of processing data
- Designing screens in a creative and professional way"
493,3,IT Specialist,04/11/2023,https://www.wadhefa.com/english/details/job/71294/search/,"Responsibilities:
- Install and configure computer systems and applications within the company
- Respond to customer inquiries and assist in troubleshooting and resolving challenges
- Actively update, maintain and monitor all aspects of computer networks
- Resolve technical issues related to network interruptions
- Attend in-person meetings with clients to analyze, troubleshoot and diagnose hardware problems
- Maintain a working log detailed all required system updates, as well as the date of completion
- Organize and file documentation pertaining to warranties and instructional guides for computer hardware
- Assist management in creating training materials pertaining to computer troubleshooting and usage"
494,4,Computer marketing engineer,04/10/2023,https://www.wadhefa.com/english/details/job/71246/search/,- A computer marketing engineer is required to work for a Saudi company in Al-Khobar
