,skills_list,count,rate
665,Network Communications,29,0.05287009063444109
666,Network Configuration And Change Management,6,0.009441087613293053
667,Network Control,2,0.0018882175226586102
668,Network Diagrams,4,0.005664652567975831
669,Network Element,4,0.005664652567975831
670,Network Engineering,34,0.06231117824773414
671,Network File Systems,17,0.030211480362537763
672,Network Functions Virtualization,5,0.007552870090634441
673,Network Information Services,20,0.035876132930513595
674,Network Information Systems,8,0.013217522658610273
675,Network Infrastructure,74,0.13783987915407855
676,Network Interface Device,55,0.10196374622356495
677,Network Layer,2,0.0018882175226586102
678,Network Load Balancing,1,0.0
679,Network Management,35,0.06419939577039276
680,Network Management System,146,0.2737915407854985
681,Network Monitoring,12,0.020770392749244714
682,Network Operating System (NOS),1,0.0
683,Network Programming,14,0.024546827794561934
684,Network Protocols,20,0.035876132930513595
685,Network Resource Management,1,0.0
686,Network Security,116,0.2171450151057402
687,Network Security Administrator,13,0.022658610271903325
688,Network Security Design,35,0.06419939577039276
689,Network Security Services,83,0.15483383685800603
690,Network Segmentation,6,0.009441087613293053
691,Network Service,7,0.011329305135951663
692,Network Simulation,1,0.0
693,Network Storage,24,0.043429003021148035
694,Network Switches,12,0.020770392749244714
695,Network Theory,4,0.005664652567975831
696,Network Time Protocols,12,0.020770392749244714
697,Network Topology,1,0.0
698,Network Traffic Analysis,6,0.009441087613293053
699,Network Troubleshooting,30,0.0547583081570997
700,Networking Basics,14,0.024546827794561934
701,Networking Cables,13,0.022658610271903325
702,Networking Hardware,20,0.035876132930513595
703,New Relic (SaaS),4,0.005664652567975831
704,NoSQL,9,0.015105740181268881
705,Node.js,8,0.013217522658610273
706,Object Access Methods,3,0.0037764350453172203
707,Object Storage,2,0.0018882175226586102
708,Object-Oriented Design,9,0.015105740181268881
709,Object-Oriented Programming (OOP),5,0.007552870090634441
710,Objective-C (Programming Language),22,0.03965256797583082
711,Octave,3,0.0037764350453172203
712,Office 365 Admin Center,6,0.009441087613293053
713,Offsite Data Protection,84,0.15672205438066467
714,Omnis Studio,33,0.060422960725075525
715,Online Communication,12,0.020770392749244714
716,Open Shortest Path First (OSPF),8,0.013217522658610273
717,Open Systems Architecture,4,0.005664652567975831
718,Open-Source Software,36,0.06608761329305135
719,OpenShift,2,0.0018882175226586102
720,Operability,26,0.04720543806646525
721,Operating System Development,87,0.1623867069486405
722,Operating Systems,251,0.4720543806646526
723,Operational Databases,2,0.0018882175226586102
724,Operations Administration Maintenance And Provisioning (OAMP),8,0.013217522658610273
725,Optimal Design,11,0.018882175226586105
726,Oracle Access Manager,28,0.050981873111782476
727,Oracle Application Server,2,0.0018882175226586102
728,Oracle Autonomous Database,6,0.009441087613293053
729,Oracle Cloud,14,0.024546827794561934
730,Oracle Data Guard,2,0.0018882175226586102
731,Oracle Databases,24,0.043429003021148035
732,Oracle Developer Suite,21,0.03776435045317221
733,Oracle Enterprise Manager,2,0.0018882175226586102
734,Oracle Exadata,2,0.0018882175226586102
735,Oracle Forms,1,0.0
736,Oracle Fusion Middleware,2,0.0018882175226586102
737,Oracle Linux,1,0.0
738,Oracle Rac,2,0.0018882175226586102
739,Oracle SQL Developer,17,0.030211480362537763
740,Oracle Service Bus,4,0.005664652567975831
741,Oracle WebLogic Server,1,0.0
742,OutSystems,12,0.020770392749244714
743,PC Performance Tuning,6,0.009441087613293053
744,PHP (Scripting Language),71,0.1321752265861027
745,PHP Development,5,0.007552870090634441
746,PL/SQL,14,0.024546827794561934
747,Package Development Process,32,0.05853474320241692
748,Pair Programming,1,0.0
749,Palo Alto Firewalls,48,0.0887462235649547
750,Parallel Computing,2,0.0018882175226586102
751,Password Management,5,0.007552870090634441
752,Patch Management,13,0.022658610271903325
753,Penetration Testing,37,0.06797583081570997
754,Pentaho Data Integration,55,0.10196374622356495
755,Peoplesoft Application Designer,2,0.0018882175226586102
756,Peoplesoft People Tools,17,0.030211480362537763
757,Performance Engineering,3,0.0037764350453172203
758,Performance Profiling,1,0.0
759,Performance Systems Analysis,12,0.020770392749244714
760,Performance Tuning,8,0.013217522658610273
761,Peripheral Component Interconnect (PCI),26,0.04720543806646525
762,Peripheral Devices,6,0.009441087613293053
763,Perl (Programming Language),9,0.015105740181268881
764,Personal Area Networks,4,0.005664652567975831
765,Personal Computers,29,0.05287009063444109
766,Personal Digital Assistant,6,0.009441087613293053
767,Phishing,18,0.03209969788519638
768,Plotters,13,0.022658610271903325
769,Pluggable Authentication Module (PAM),30,0.0547583081570997
770,Port Aggregation Protocols,6,0.009441087613293053
771,PostgreSQL,11,0.018882175226586105
772,Preboot Execution Environment,4,0.005664652567975831
773,Predix,9,0.015105740181268881
774,Print Servers,1,0.0
775,Prism,26,0.04720543806646525
776,Privacy Impact Assessments,9,0.015105740181268881
777,Private Cloud,13,0.022658610271903325
778,Private Networks,2,0.0018882175226586102
779,Problem Management,42,0.07741691842900301
780,Procedural Programming,15,0.026435045317220546
781,Process Driven Development,29,0.05287009063444109
782,Process Integration,4,0.005664652567975831
783,Process Migration,4,0.005664652567975831
784,Product Configuration,3,0.0037764350453172203
785,Product Family Engineering,4,0.005664652567975831
786,Production Systems Engineering,2,0.0018882175226586102
787,Profiling (Computer Programming),7,0.011329305135951663
788,Program Database,2,0.0018882175226586102
789,Program Lifecycle Phase,4,0.005664652567975831
790,Programming Environments,3,0.0037764350453172203
791,Programming Tools,2,0.0018882175226586102
792,Prometheus (Software),6,0.009441087613293053
793,Provider Model,12,0.020770392749244714
794,Proxy Servers,6,0.009441087613293053
795,PuTTY (Application),5,0.007552870090634441
796,Public Cloud,8,0.013217522658610273
797,Public Key Certificates,2,0.0018882175226586102
798,Public Key Infrastructure,11,0.018882175226586105
799,Puppet (Configuration Management Tool),2,0.0018882175226586102
800,PyTorch (Machine Learning Library),2,0.0018882175226586102
801,Python (Programming Language),52,0.09629909365558911
802,QWERTY,3,0.0037764350453172203
803,Query Tuning,6,0.009441087613293053
804,R (Programming Language),283,0.5324773413897281
805,RAID,1,0.0
806,RESTful API,12,0.020770392749244714
807,RSA (Cryptosystem),28,0.050981873111782476
808,RTP Control Protocol,3,0.0037764350453172203
809,RabbitMQ,2,0.0018882175226586102
810,Radio Access Networks,4,0.005664652567975831
811,Radio Base Station,1,0.0
812,Rapid Application Development,20,0.035876132930513595
813,React Native,7,0.011329305135951663
814,React Redux,1,0.0
815,React.js,30,0.0547583081570997
816,Real-Time Computing,62,0.11518126888217523
817,Recommender Systems,22,0.03965256797583082
818,Recovery Manager (RMAN),2,0.0018882175226586102
819,Red Hat Linux,7,0.011329305135951663
820,Redis,3,0.0037764350453172203
821,Reference Application,4,0.005664652567975831
822,Reference Design,4,0.005664652567975831
823,Regression Testing,12,0.020770392749244714
824,Relational Databases,5,0.007552870090634441
825,Relational Model,3,0.0037764350453172203
826,Release Builds,1,0.0
827,Release Management,8,0.013217522658610273
828,Remote Access Systems,23,0.04154078549848943
829,Remote Administration Software,2,0.0018882175226586102
830,Remote Application Platform,37,0.06797583081570997
831,Remote Authentication Dial In User Service (RADIUS),4,0.005664652567975831
832,Remote Backup Services,2,0.0018882175226586102
833,Remote Computing,1,0.0
834,Remote Desktop Services,13,0.022658610271903325
835,Remote Desktop Software,6,0.009441087613293053
836,Remote Infrastructure Management,5,0.007552870090634441
837,Remote Installation,2,0.0018882175226586102
838,Remote Monitoring,3,0.0037764350453172203
839,Remote Server Management,25,0.04531722054380665
840,Remote Service Software,11,0.018882175226586105
841,Remote Troubleshooting,6,0.009441087613293053
842,Report Generators,11,0.018882175226586105
843,Requirements Analysis,38,0.06986404833836858
844,Resource Monitor,3,0.0037764350453172203
845,Responsive Web Design,4,0.005664652567975831
846,Reverse Proxy,2,0.0018882175226586102
847,Rexx (Programming Language),4,0.005664652567975831
848,Rich Internet Application,23,0.04154078549848943
849,Risk-Based Testing,6,0.009441087613293053
850,Robotic Process Automation,1,0.0
851,Role-Based Access Control (RBAC),2,0.0018882175226586102
852,Routing Protocols,2,0.0018882175226586102
853,Ruby (Programming Language),8,0.013217522658610273
854,Ruby On Rails,2,0.0018882175226586102
855,Rust (Programming Language),2,0.0018882175226586102
856,SAP Configuration,10,0.016993957703927493
857,SAP HANA,9,0.015105740181268881
858,SAP Implementation,4,0.005664652567975831
859,SAP NetWeaver Portals,3,0.0037764350453172203
860,SAP Security,3,0.0037764350453172203
861,SAP Solution Manager,16,0.028323262839879154
862,SAP Technology Consulting,13,0.022658610271903325
863,SAS/Base,3,0.0037764350453172203
864,SMTP (Simple Mail Transfer Protocol),5,0.007552870090634441
865,SQL (Programming Language),90,0.16805135951661632
866,SQL And Java (SQLJ),7,0.011329305135951663
867,SQL Server Agent,2,0.0018882175226586102
868,SQL Server Express,13,0.022658610271903325
869,SQL Server Integration Services (SSIS),4,0.005664652567975831
870,SQL Server Management Studio,5,0.007552870090634441
871,SQL Tuning,2,0.0018882175226586102
872,SQLite,1,0.0
873,Sap Business Connector,1,0.0
874,Scalability,65,0.12084592145015105
875,Scaled Agile Framework,5,0.007552870090634441
876,Scenario Testing,3,0.0037764350453172203
877,Scheme (Programming Language),100,0.18693353474320243
878,Scikit-learn (Machine Learning Library),2,0.0018882175226586102
879,Script Task,2,0.0018882175226586102
880,Scripting,65,0.12084592145015105
881,Scrum (Software Development),9,0.015105740181268881
882,Search Engine Results Page,2,0.0018882175226586102
883,Secure Coding,1,0.0
884,Secure Operating Systems,17,0.030211480362537763
885,Secure Programming,49,0.0906344410876133
886,Security Accounts Manager,217,0.4078549848942598
887,Security Administration,19,0.033987915407854986
888,Security Domain,20,0.035876132930513595
889,Security Engineering,26,0.04720543806646525
890,Security Information And Event Management (SIEM),111,0.20770392749244715
891,Security Requirements Analysis,79,0.1472809667673716
892,Security Software,12,0.020770392749244714
893,Security Testing,11,0.018882175226586105
894,Self Service Technologies,72,0.1340634441087613
895,Server Administration,11,0.018882175226586105
896,Server Configuration,8,0.013217522658610273
897,Server Farms,4,0.005664652567975831
898,Server Message Block,1,0.0
899,Server Response,2,0.0018882175226586102
900,Server Virtualization,1,0.0
901,Server-Side,2,0.0018882175226586102
902,Service Access Point,6,0.009441087613293053
903,Service Accounts,24,0.043429003021148035
904,Service Assurance,3,0.0037764350453172203
905,Service Component Architecture,6,0.009441087613293053
906,Service Control Management,3,0.0037764350453172203
907,Service Delivery Framework,32,0.05853474320241692
908,Service Provisioning,6,0.009441087613293053
909,Service Request Management,10,0.016993957703927493
910,Service-Oriented Architecture,1,0.0
911,ServiceNow,15,0.026435045317220546
912,Session (Computer Science),145,0.2719033232628399
913,SharePoint Development,10,0.016993957703927493
914,SharePoint Portal Server,1,0.0
915,Shell Script,8,0.013217522658610273
916,Siebel EIM,8,0.013217522658610273
917,Simple Object Access Protocol (SOAP),4,0.005664652567975831
918,Single Page Application,41,0.07552870090634442
919,Single Sign-On (SSO),1,0.0
920,Site Maps,1,0.0
921,Site Reliability Engineering,5,0.007552870090634441
922,Sitemaps (XML),6,0.009441087613293053
923,Size Classes,3,0.0037764350453172203
924,Smart Cards,2,0.0018882175226586102
925,Smart Device,3,0.0037764350453172203
926,Smart Systems,1,0.0
927,Smart Tv,8,0.013217522658610273
928,Snort (Intrusion Detection System),1,0.0
929,Social Engineering,4,0.005664652567975831
930,Software Architecture,6,0.009441087613293053
931,Software Asset Management,3,0.0037764350453172203
932,Software Coding,2,0.0018882175226586102
933,Software Configuration Management,8,0.013217522658610273
934,Software Defined Networking (SDN),42,0.07741691842900301
935,Software Design,8,0.013217522658610273
936,Software Design Documents,36,0.06608761329305135
937,Software Design Patterns,38,0.06986404833836858
938,Software Development,203,0.3814199395770393
939,Software Development Life Cycle,25,0.04531722054380665
940,Software Development Methodologies,4,0.005664652567975831
941,Software Documentation,4,0.005664652567975831
942,Software Engineering,99,0.1850453172205438
943,Software Engineering Process,4,0.005664652567975831
944,Software Installation,39,0.07175226586102719
945,Software Licensing Audit,2,0.0018882175226586102
946,Software Maintenance,27,0.04909365558912387
947,Software Performance Testing,43,0.07930513595166164
948,Software Protection,4,0.005664652567975831
949,Software Quality (SQA/SQC),1,0.0
950,Software Quality Management,1,0.0
951,Software Requirements Analysis,16,0.028323262839879154
952,Software Requirements Specification,5,0.007552870090634441
953,Software Security,14,0.024546827794561934
954,Software Suite,7,0.011329305135951663
955,Software Systems,74,0.13783987915407855
956,Software Technical Review,21,0.03776435045317221
957,Software Testing,18,0.03209969788519638
958,Software Validation,2,0.0018882175226586102
959,Solid Principles,4,0.005664652567975831
960,Solution Deployment Descriptor,12,0.020770392749244714
961,Solution Design,65,0.12084592145015105
962,Sonicwall,9,0.015105740181268881
963,Source Codes,11,0.018882175226586105
964,Spatial Analysis,4,0.005664652567975831
965,Spatial Databases,4,0.005664652567975831
966,Spring Boot,7,0.011329305135951663
967,Standard Operating Environments,16,0.028323262839879154
968,Storage Area Network (SAN),43,0.07930513595166164
969,Storage Devices,3,0.0037764350453172203
970,Storage Management,2,0.0018882175226586102
971,Storage Systems,7,0.011329305135951663
972,Storage Virtualization,8,0.013217522658610273
973,Stored Functions,4,0.005664652567975831
974,Stored Procedure,8,0.013217522658610273
975,Structured Programming,18,0.03209969788519638
976,Supervised Learning,2,0.0018882175226586102
977,Support Engineering,30,0.0547583081570997
978,Support Vector Machine,8,0.013217522658610273
979,Swift (Programming Language),7,0.011329305135951663
980,Switched Communication Networks,6,0.009441087613293053
981,Symantec Endpoint Protection,5,0.007552870090634441
982,Syslog,2,0.0018882175226586102
983,System Administration,49,0.0906344410876133
984,System Configuration,30,0.0547583081570997
985,System Deployment,3,0.0037764350453172203
986,System Generator,5,0.007552870090634441
987,System Integration Testing,22,0.03965256797583082
988,System Integrity,12,0.020770392749244714
989,System Modification Program/Extended (SMP/E),4,0.005664652567975831
990,System Monitoring,60,0.111404833836858
991,System Preferences,10,0.016993957703927493
992,System Procedures,28,0.050981873111782476
993,System Programming,45,0.08308157099697885
994,System Programming Language,2,0.0018882175226586102
995,System Recovery,1,0.0
996,System Requirements,68,0.1265105740181269
997,System Requirements Specification,21,0.03776435045317221
998,System Software,55,0.10196374622356495
999,System Status,4,0.005664652567975831
1000,System Support,57,0.10574018126888218
1001,System Testing,56,0.10385196374622357
1002,Systems Analysis,28,0.050981873111782476
1003,Systems Architecture,29,0.05287009063444109
1004,Systems Design,53,0.09818731117824774
1005,Systems Development,87,0.1623867069486405
1006,Systems Engineering,44,0.08119335347432025
1007,Systems Integration,60,0.111404833836858
1008,Systems Modeling,3,0.0037764350453172203
1009,TCP/IP,11,0.018882175226586105
1010,TIBCO Hawk,18,0.03209969788519638
1011,Tablets,26,0.04720543806646525
1012,Talend,1,0.0
1013,Target Platform,2,0.0018882175226586102
1014,Task Parallel Library (.NET Framework),2,0.0018882175226586102
1015,Taxonomy,2,0.0018882175226586102
1016,Tcpdump,1,0.0
1017,Team Foundation Server,4,0.005664652567975831
1018,TeamViewer,1,0.0
1019,Technical Analysis,8,0.013217522658610273
1020,Technical Analysis Software,4,0.005664652567975831
1021,Technical Assistance,86,0.16049848942598188
1022,Technical Control Facility,2,0.0018882175226586102
1023,Technical Management,38,0.06986404833836858
1024,Technical Services,49,0.0906344410876133
1025,Technical Solution Design,207,0.3889728096676737
1026,Technical Support,323,0.6080060422960725
1027,Technology Alignment,7,0.011329305135951663
1028,Technology Assessment,14,0.024546827794561934
1029,Technology Integration,13,0.022658610271903325
1030,Technology Readiness Level,3,0.0037764350453172203
1031,Technology Strategies,26,0.04720543806646525
1032,TeleCommunications Relay Services,3,0.0037764350453172203
1033,Telecommunications,37,0.06797583081570997
1034,Telecommunications Networks,4,0.005664652567975831
1035,Telephone Numbering Plans,6,0.009441087613293053
1036,Telephony,22,0.03965256797583082
1037,Telnet,2,0.0018882175226586102
1038,TensorFlow,5,0.007552870090634441
1039,Terminal Server,2,0.0018882175226586102
1040,Terraform,6,0.009441087613293053
1041,Test Automation,5,0.007552870090634441
1042,Test Automation Management Tools,2,0.0018882175226586102
1043,Test Case,10,0.016993957703927493
1044,Test Data,1,0.0
1045,Test Data Generation,8,0.013217522658610273
1046,Test Environment Management,36,0.06608761329305135
1047,Test Execution Engine,10,0.016993957703927493
1048,Test Management Tools,18,0.03209969788519638
1049,Test Planning,52,0.09629909365558911
1050,Test Script,7,0.011329305135951663
1051,Test-Driven Development (TDD),17,0.030211480362537763
1052,Testability,5,0.007552870090634441
1053,Text Files,3,0.0037764350453172203
1054,Theano (Software),3,0.0037764350453172203
1055,Threat Detection,3,0.0037764350453172203
1056,Threat Management,1,0.0
1057,Time To Live,41,0.07552870090634442
1058,Togaf,2,0.0018882175226586102
1059,Token Ring,1,0.0
1060,Tokenization,11,0.018882175226586105
1061,Topology,4,0.005664652567975831
1062,Transaction Data,2,0.0018882175226586102
1063,Transaction Processing (Computing),4,0.005664652567975831
1064,Transmission Control Protocol (TCP),3,0.0037764350453172203
1065,Transport Networks,3,0.0037764350453172203
1066,Trunking,1,0.0
1067,Trusted Platform Module,2,0.0018882175226586102
1068,TypeScript,1,0.0
1069,Typing,4,0.005664652567975831
1070,UML Tool,6,0.009441087613293053
1071,UiPath (RPA Software),1,0.0
1072,Unit Testing,31,0.05664652567975831
1073,Universal Windows Platform,11,0.018882175226586105
1074,Unix,30,0.0547583081570997
1075,Unix System Services,21,0.03776435045317221
1076,Unsupervised Learning,4,0.005664652567975831
1077,User Accounts,21,0.03776435045317221
1078,User Assistance,29,0.05287009063444109
1079,User Controls,1,0.0
1080,User Defined Functions,6,0.009441087613293053
1081,User Guide,9,0.015105740181268881
1082,User Information,9,0.015105740181268881
1083,User Interface Testing,24,0.043429003021148035
1084,User Preferences,1,0.0
1085,User Requirements Documents,62,0.11518126888217523
1086,User Roles,2,0.0018882175226586102
1087,User Settings,8,0.013217522658610273
1088,Utility Computing,2,0.0018882175226586102
1089,Utility Software,9,0.015105740181268881
1090,VCloud,1,0.0
1091,VM (Operating System),10,0.016993957703927493
1092,VMware ESX Servers,3,0.0037764350453172203
1093,VMware VSphere,2,0.0018882175226586102
1094,VMware Virtualization,1,0.0
1095,VPN Clients,7,0.011329305135951663
1096,Vbulletin,2,0.0018882175226586102
1097,Vcenter,1,0.0
1098,Veeam,1,0.0
1099,Version Control,9,0.015105740181268881
1100,Version Control Software,1,0.0
1101,Very Large Databases (VLDB),2,0.0018882175226586102
1102,Viable System Model,1,0.0
1103,Video Conferencing Facilities,6,0.009441087613293053
1104,Video Game Console,1,0.0
1105,Virtual Environment,10,0.016993957703927493
1106,Virtual Local Area Network (VLAN),4,0.005664652567975831
1107,Virtual Network Computing,1,0.0
1108,Virtual Private Networks (VPN),30,0.0547583081570997
1109,Virtual Private Servers,5,0.007552870090634441
1110,Virtual Reality,8,0.013217522658610273
1111,Virtualization,75,0.13972809667673716
1112,Visual Basic (Programming Language),8,0.013217522658610273
1113,Visual Basic .NET (Programming Language),2,0.0018882175226586102
1114,Visual Studio Online,8,0.013217522658610273
1115,Volume License Key,4,0.005664652567975831
1116,Vue.js,1,0.0
1117,Vulnerability,119,0.222809667673716
1118,Vulnerability Assessments,29,0.05287009063444109
1119,Vulnerability Management,18,0.03209969788519638
1120,Vulnerability Scanning,5,0.007552870090634441
1121,VxLAN (Virtual Extensible LAN),78,0.145392749244713
1122,Wearables,6,0.009441087613293053
1123,Web Access Management,23,0.04154078549848943
1124,Web Application Development,15,0.026435045317220546
1125,Web Application Frameworks,1,0.0
1126,Web Application Security,3,0.0037764350453172203
1127,Web Applications,71,0.1321752265861027
1128,Web Authoring,1,0.0
1129,Web Design,71,0.1321752265861027
1130,Web Design Programs,3,0.0037764350453172203
1131,Web Development,34,0.06231117824773414
1132,Web Development Tools,34,0.06231117824773414
1133,Web Filtering,1,0.0
1134,Web Map Service,1,0.0
1135,Web Pages,18,0.03209969788519638
1136,Web Parts,4,0.005664652567975831
1137,Web Platforms,3,0.0037764350453172203
1138,Web Portals,3,0.0037764350453172203
1139,Web Project,1,0.0
1140,Web Search Query,4,0.005664652567975831
1141,Web Servers,3,0.0037764350453172203
1142,Web Service Protocols,2,0.0018882175226586102
1143,Web Services,30,0.0547583081570997
1144,Web Services Concepts,3,0.0037764350453172203
1145,Web Template Systems,5,0.007552870090634441
1146,Web Tools,3,0.0037764350453172203
1147,Webforms,1,0.0
1148,Website Deployment,2,0.0018882175226586102
1149,Website Localization,1,0.0
1150,Website Monitoring,2,0.0018882175226586102
1151,WiMAX,1,0.0
1152,Wide Area Networks,14,0.024546827794561934
1153,Widget Toolkit,1,0.0
1154,Windowing Systems,4,0.005664652567975831
1155,Windows Automated Installation Kit,1,0.0
1156,Windows Communication Foundation,6,0.009441087613293053
1157,Windows Desktop,3,0.0037764350453172203
1158,Windows Driver Kit,1,0.0
1159,Windows Installer,2,0.0018882175226586102
1160,Windows Management Instrumentation,1,0.0
1161,Windows PowerShell,5,0.007552870090634441
1162,Windows Preinstallation Environments,3,0.0037764350453172203
1163,Windows Security,8,0.013217522658610273
1164,Windows Server Virtualization,3,0.0037764350453172203
1165,Windows Servers,39,0.07175226586102719
1166,Windows Service,2,0.0018882175226586102
1167,Windows Software,5,0.007552870090634441
1168,Windows Software Development,2,0.0018882175226586102
1169,Windows Support,1,0.0
1170,Windows Workflow Foundation,1,0.0
1171,Wireless Access Point,4,0.005664652567975831
1172,Wireless Communications,8,0.013217522658610273
1173,Wireless Distribution Systems,4,0.005664652567975831
1174,Wireless LAN Controllers,1,0.0
1175,Wireless Mesh Networks,2,0.0018882175226586102
1176,Wireless Networks,7,0.011329305135951663
1177,Wireless Paging Systems,12,0.020770392749244714
1178,Wireshark,2,0.0018882175226586102
1179,Wix,1,0.0
1180,WordPress,8,0.013217522658610273
1181,XPages,1,0.0
1182,Xgboost,2,0.0018882175226586102
1183,YAML,1,0.0
1184,Zabbix,2,0.0018882175226586102
1185,Zebra Printers,2,0.0018882175226586102
1186,Zoom Rooms,32,0.05853474320241692
